nm	Abs
489.40	0.078
489.20	0.077
489.00	0.076
488.80	0.076
488.60	0.077
488.40	0.077
488.20	0.076
488.00	0.076
487.80	0.077
487.60	0.076
487.40	0.076
487.20	0.075
487.00	0.076
486.80	0.076
486.60	0.077
486.40	0.076
486.20	0.077
486.00	0.077
485.80	0.075
485.60	0.076
485.40	0.076
485.20	0.076
485.00	0.075
484.80	0.075
484.60	0.076
484.40	0.077
484.20	0.075
484.00	0.076
483.80	0.077
483.60	0.077
483.40	0.076
483.20	0.075
483.00	0.075
482.80	0.075
482.60	0.074
482.40	0.076
482.20	0.077
482.00	0.074
481.80	0.075
481.60	0.074
481.40	0.075
481.20	0.075
481.00	0.075
480.80	0.075
480.60	0.075
480.40	0.076
480.20	0.076
480.00	0.077
479.80	0.075
479.60	0.076
479.40	0.075
479.20	0.076
479.00	0.075
478.80	0.077
478.60	0.076
478.40	0.076
478.20	0.076
478.00	0.076
477.80	0.076
477.60	0.076
477.40	0.076
477.20	0.077
477.00	0.076
476.80	0.077
476.60	0.076
476.40	0.075
476.20	0.077
476.00	0.076
475.80	0.075
475.60	0.076
475.40	0.076
475.20	0.077
475.00	0.076
474.80	0.077
474.60	0.077
474.40	0.075
474.20	0.077
474.00	0.077
473.80	0.076
473.60	0.076
473.40	0.076
473.20	0.076
473.00	0.077
472.80	0.077
472.60	0.076
472.40	0.076
472.20	0.078
472.00	0.077
471.80	0.078
471.60	0.078
471.40	0.078
471.20	0.076
471.00	0.078
470.80	0.077
470.60	0.077
470.40	0.077
470.20	0.078
470.00	0.078
469.80	0.079
469.60	0.078
469.40	0.078
469.20	0.079
469.00	0.078
468.80	0.078
468.60	0.078
468.40	0.077
468.20	0.078
468.00	0.079
467.80	0.078
467.60	0.080
467.40	0.077
467.20	0.076
467.00	0.078
466.80	0.080
466.60	0.078
466.40	0.078
466.20	0.078
466.00	0.078
465.80	0.078
465.60	0.078
465.40	0.080
465.20	0.079
465.00	0.079
464.80	0.076
464.60	0.079
464.40	0.080
464.20	0.079
464.00	0.080
463.80	0.078
463.60	0.078
463.40	0.078
463.20	0.080
463.00	0.079
462.80	0.079
462.60	0.079
462.40	0.081
462.20	0.080
462.00	0.079
461.80	0.079
461.60	0.079
461.40	0.080
461.20	0.079
461.00	0.079
460.80	0.080
460.60	0.082
460.40	0.079
460.20	0.079
460.00	0.082
459.80	0.081
459.60	0.079
459.40	0.078
459.20	0.081
459.00	0.079
458.80	0.082
458.60	0.080
458.40	0.081
458.20	0.081
458.00	0.080
457.80	0.081
457.60	0.080
457.40	0.081
457.20	0.081
457.00	0.080
456.80	0.081
456.60	0.078
456.40	0.079
456.20	0.081
456.00	0.080
455.80	0.082
455.60	0.081
455.40	0.081
455.20	0.080
455.00	0.081
454.80	0.080
454.60	0.080
454.40	0.080
454.20	0.081
454.00	0.081
453.80	0.082
453.60	0.081
453.40	0.082
453.20	0.082
453.00	0.082
452.80	0.083
452.60	0.081
452.40	0.080
452.20	0.081
452.00	0.082
451.80	0.079
451.60	0.081
451.40	0.082
451.20	0.082
451.00	0.083
450.80	0.081
450.60	0.082
450.40	0.081
450.20	0.081
450.00	0.082
449.80	0.082
449.60	0.080
449.40	0.082
449.20	0.080
449.00	0.081
448.80	0.083
448.60	0.081
448.40	0.081
448.20	0.083
448.00	0.083
447.80	0.080
447.60	0.080
447.40	0.081
447.20	0.083
447.00	0.079
446.80	0.081
446.60	0.081
446.40	0.079
446.20	0.084
446.00	0.079
445.80	0.082
445.60	0.080
445.40	0.082
445.20	0.080
445.00	0.081
444.80	0.081
444.60	0.079
444.40	0.081
444.20	0.080
444.00	0.081
443.80	0.081
443.60	0.079
443.40	0.080
443.20	0.081
443.00	0.080
442.80	0.082
442.60	0.079
442.40	0.080
442.20	0.080
442.00	0.082
441.80	0.080
441.60	0.080
441.40	0.080
441.20	0.079
441.00	0.079
440.80	0.079
440.60	0.080
440.40	0.079
440.20	0.079
440.00	0.080
439.80	0.079
439.60	0.077
439.40	0.079
439.20	0.079
439.00	0.078
438.80	0.079
438.60	0.076
438.40	0.079
438.20	0.079
438.00	0.077
437.80	0.078
437.60	0.079
437.40	0.080
437.20	0.079
437.00	0.078
436.80	0.078
436.60	0.077
436.40	0.077
436.20	0.076
436.00	0.079
435.80	0.079
435.60	0.077
435.40	0.079
435.20	0.077
435.00	0.077
434.80	0.079
434.60	0.079
434.40	0.079
434.20	0.074
434.00	0.077
433.80	0.076
433.60	0.076
433.40	0.077
433.20	0.076
433.00	0.077
432.80	0.077
432.60	0.077
432.40	0.077
432.20	0.076
