nm	Abs
660.00	-0.011
659.80	-0.011
659.60	-0.013
659.40	-0.012
659.20	-0.012
659.00	-0.011
658.80	-0.012
658.60	-0.012
658.40	-0.011
658.20	-0.012
658.00	-0.012
657.80	-0.011
657.60	-0.012
657.40	-0.011
657.20	-0.012
657.00	-0.012
656.80	-0.011
656.60	-0.011
656.40	-0.012
656.20	-0.012
656.00	-0.010
655.80	-0.012
655.60	-0.011
655.40	-0.012
655.20	-0.011
655.00	-0.012
654.80	-0.011
654.60	-0.011
654.40	-0.011
654.20	-0.012
654.00	-0.011
653.80	-0.012
653.60	-0.012
653.40	-0.011
653.20	-0.012
653.00	-0.012
652.80	-0.012
652.60	-0.011
652.40	-0.012
652.20	-0.010
652.00	-0.012
651.80	-0.011
651.60	-0.011
651.40	-0.010
651.20	-0.011
651.00	-0.012
650.80	-0.012
650.60	-0.012
650.40	-0.012
650.20	-0.011
650.00	-0.011
649.80	-0.013
649.60	-0.012
649.40	-0.011
649.20	-0.012
649.00	-0.012
648.80	-0.011
648.60	-0.011
648.40	-0.012
648.20	-0.011
648.00	-0.012
647.80	-0.011
647.60	-0.011
647.40	-0.011
647.20	-0.011
647.00	-0.011
646.80	-0.011
646.60	-0.011
646.40	-0.010
646.20	-0.011
646.00	-0.011
645.80	-0.011
645.60	-0.011
645.40	-0.011
645.20	-0.011
645.00	-0.010
644.80	-0.011
644.60	-0.010
644.40	-0.011
644.20	-0.011
644.00	-0.009
643.80	-0.011
643.60	-0.010
643.40	-0.010
643.20	-0.011
643.00	-0.011
642.80	-0.010
642.60	-0.010
642.40	-0.011
642.20	-0.011
642.00	-0.010
641.80	-0.010
641.60	-0.011
641.40	-0.010
641.20	-0.010
641.00	-0.009
640.80	-0.010
640.60	-0.010
640.40	-0.010
640.20	-0.010
640.00	-0.010
639.80	-0.009
639.60	-0.009
639.40	-0.010
639.20	-0.010
639.00	-0.010
638.80	-0.009
638.60	-0.009
638.40	-0.009
638.20	-0.009
638.00	-0.010
637.80	-0.009
637.60	-0.009
637.40	-0.009
637.20	-0.008
637.00	-0.009
636.80	-0.009
636.60	-0.009
636.40	-0.008
636.20	-0.008
636.00	-0.008
635.80	-0.008
635.60	-0.008
635.40	-0.008
635.20	-0.008
635.00	-0.008
634.80	-0.008
634.60	-0.008
634.40	-0.007
634.20	-0.008
634.00	-0.008
633.80	-0.008
633.60	-0.007
633.40	-0.007
633.20	-0.007
633.00	-0.007
632.80	-0.008
632.60	-0.007
632.40	-0.006
632.20	-0.006
632.00	-0.007
631.80	-0.006
631.60	-0.006
631.40	-0.006
631.20	-0.006
631.00	-0.006
630.80	-0.007
630.60	-0.006
630.40	-0.006
630.20	-0.004
630.00	-0.006
629.80	-0.006
629.60	-0.004
629.40	-0.005
629.20	-0.005
629.00	-0.005
628.80	-0.004
628.60	-0.005
628.40	-0.005
628.20	-0.004
628.00	-0.004
627.80	-0.004
627.60	-0.003
627.40	-0.003
627.20	-0.004
627.00	-0.004
626.80	-0.002
626.60	-0.002
626.40	-0.003
626.20	-0.001
626.00	-0.002
625.80	-0.002
625.60	-0.002
625.40	-0.001
625.20	-0.001
625.00	-0.001
624.80	0.000
624.60	0.000
624.40	0.000
624.20	0.000
624.00	0.001
623.80	0.000
623.60	0.002
623.40	0.001
623.20	0.003
623.00	0.002
622.80	0.002
622.60	0.004
622.40	0.003
622.20	0.004
622.00	0.004
621.80	0.003
621.60	0.004
621.40	0.005
621.20	0.004
621.00	0.005
620.80	0.006
620.60	0.006
620.40	0.007
620.20	0.007
620.00	0.007
619.80	0.008
619.60	0.007
619.40	0.008
619.20	0.009
619.00	0.010
618.80	0.010
618.60	0.009
618.40	0.011
618.20	0.010
618.00	0.011
617.80	0.012
617.60	0.013
617.40	0.012
617.20	0.012
617.00	0.014
616.80	0.014
616.60	0.013
616.40	0.014
616.20	0.016
616.00	0.016
615.80	0.016
615.60	0.017
615.40	0.018
615.20	0.017
615.00	0.018
614.80	0.019
614.60	0.019
614.40	0.019
614.20	0.020
614.00	0.020
613.80	0.021
613.60	0.022
613.40	0.023
613.20	0.022
613.00	0.023
612.80	0.024
612.60	0.024
612.40	0.025
612.20	0.025
612.00	0.026
611.80	0.027
611.60	0.028
611.40	0.028
611.20	0.029
611.00	0.029
610.80	0.031
610.60	0.031
610.40	0.031
610.20	0.032
610.00	0.033
609.80	0.035
609.60	0.033
609.40	0.035
609.20	0.035
609.00	0.036
608.80	0.036
608.60	0.038
608.40	0.038
608.20	0.039
608.00	0.039
607.80	0.040
607.60	0.040
607.40	0.041
607.20	0.041
607.00	0.042
606.80	0.044
606.60	0.044
606.40	0.044
606.20	0.046
606.00	0.045
605.80	0.046
605.60	0.047
605.40	0.048
605.20	0.048
605.00	0.049
604.80	0.050
604.60	0.051
604.40	0.051
604.20	0.052
604.00	0.053
603.80	0.053
603.60	0.053
603.40	0.054
603.20	0.055
603.00	0.055
602.80	0.056
602.60	0.056
602.40	0.057
602.20	0.058
602.00	0.058
601.80	0.060
601.60	0.060
601.40	0.061
601.20	0.060
601.00	0.061
600.80	0.062
600.60	0.062
600.40	0.063
600.20	0.063
600.00	0.064
599.80	0.065
599.60	0.065
599.40	0.066
599.20	0.066
599.00	0.067
598.80	0.067
598.60	0.067
598.40	0.068
598.20	0.068
598.00	0.069
597.80	0.070
597.60	0.070
597.40	0.070
597.20	0.070
597.00	0.070
596.80	0.071
596.60	0.071
596.40	0.071
596.20	0.072
596.00	0.072
595.80	0.072
595.60	0.072
595.40	0.073
595.20	0.073
595.00	0.073
594.80	0.073
594.60	0.073
594.40	0.074
594.20	0.074
594.00	0.074
593.80	0.074
593.60	0.074
593.40	0.074
593.20	0.075
593.00	0.075
592.80	0.075
592.60	0.074
592.40	0.075
592.20	0.075
592.00	0.075
591.80	0.075
591.60	0.074
591.40	0.074
591.20	0.074
591.00	0.075
590.80	0.073
590.60	0.074
590.40	0.074
590.20	0.074
590.00	0.074
589.80	0.074
589.60	0.075
589.40	0.074
589.20	0.074
589.00	0.074
588.80	0.073
588.60	0.074
588.40	0.073
588.20	0.073
588.00	0.074
587.80	0.073
587.60	0.072
587.40	0.072
587.20	0.072
587.00	0.071
586.80	0.072
586.60	0.071
586.40	0.072
586.20	0.071
586.00	0.071
585.80	0.071
585.60	0.070
585.40	0.070
585.20	0.069
585.00	0.069
584.80	0.069
584.60	0.068
584.40	0.068
584.20	0.068
584.00	0.068
583.80	0.068
583.60	0.067
583.40	0.066
583.20	0.067
583.00	0.066
582.80	0.066
582.60	0.066
582.40	0.065
582.20	0.065
582.00	0.064
581.80	0.064
581.60	0.064
581.40	0.064
581.20	0.062
581.00	0.062
580.80	0.062
580.60	0.062
580.40	0.062
580.20	0.061
580.00	0.061
579.80	0.060
579.60	0.059
579.40	0.060
579.20	0.060
579.00	0.058
578.80	0.059
578.60	0.058
578.40	0.058
578.20	0.058
578.00	0.057
577.80	0.057
577.60	0.056
577.40	0.056
577.20	0.055
577.00	0.056
576.80	0.055
576.60	0.055
576.40	0.053
576.20	0.054
576.00	0.052
575.80	0.053
575.60	0.053
575.40	0.052
575.20	0.052
575.00	0.052
574.80	0.051
574.60	0.051
574.40	0.051
574.20	0.050
574.00	0.050
573.80	0.051
573.60	0.050
573.40	0.049
573.20	0.049
573.00	0.048
572.80	0.049
572.60	0.048
572.40	0.047
572.20	0.048
572.00	0.047
571.80	0.047
571.60	0.048
571.40	0.047
571.20	0.047
571.00	0.045
570.80	0.045
570.60	0.045
570.40	0.045
570.20	0.045
570.00	0.044
569.80	0.044
569.60	0.044
569.40	0.044
569.20	0.044
569.00	0.042
568.80	0.042
568.60	0.042
568.40	0.042
568.20	0.041
568.00	0.041
567.80	0.041
567.60	0.041
567.40	0.041
567.20	0.041
567.00	0.041
566.80	0.041
566.60	0.040
566.40	0.040
566.20	0.039
566.00	0.039
565.80	0.039
565.60	0.040
565.40	0.039
565.20	0.039
565.00	0.039
564.80	0.038
564.60	0.039
564.40	0.038
564.20	0.038
564.00	0.038
563.80	0.038
563.60	0.038
563.40	0.037
563.20	0.036
563.00	0.037
562.80	0.037
562.60	0.037
562.40	0.036
562.20	0.036
562.00	0.036
561.80	0.037
561.60	0.035
561.40	0.036
561.20	0.035
561.00	0.036
560.80	0.035
560.60	0.035
560.40	0.035
560.20	0.035
560.00	0.034
559.80	0.034
559.60	0.034
559.40	0.034
559.20	0.034
559.00	0.035
558.80	0.034
558.60	0.033
558.40	0.034
558.20	0.033
558.00	0.033
557.80	0.033
557.60	0.034
557.40	0.032
557.20	0.033
557.00	0.033
556.80	0.033
556.60	0.032
556.40	0.032
556.20	0.032
556.00	0.032
555.80	0.033
555.60	0.032
555.40	0.032
555.20	0.032
555.00	0.031
554.80	0.031
554.60	0.031
554.40	0.031
554.20	0.031
554.00	0.032
553.80	0.031
553.60	0.031
553.40	0.032
553.20	0.031
553.00	0.031
552.80	0.030
552.60	0.030
552.40	0.031
552.20	0.031
552.00	0.031
551.80	0.030
551.60	0.030
551.40	0.031
551.20	0.029
551.00	0.030
550.80	0.030
550.60	0.030
550.40	0.029
550.20	0.030
550.00	0.030
549.80	0.029
549.60	0.030
549.40	0.029
549.20	0.029
549.00	0.029
548.80	0.029
548.60	0.029
548.40	0.029
548.20	0.029
548.00	0.028
547.80	0.029
547.60	0.029
547.40	0.028
547.20	0.027
547.00	0.028
546.80	0.028
546.60	0.027
546.40	0.027
546.20	0.027
546.00	0.027
545.80	0.027
545.60	0.027
545.40	0.026
545.20	0.027
545.00	0.027
544.80	0.027
544.60	0.027
544.40	0.027
544.20	0.026
544.00	0.027
543.80	0.026
543.60	0.025
543.40	0.027
543.20	0.026
543.00	0.027
542.80	0.026
542.60	0.027
542.40	0.026
542.20	0.026
542.00	0.026
541.80	0.027
541.60	0.027
541.40	0.026
541.20	0.025
541.00	0.026
540.80	0.026
540.60	0.026
540.40	0.025
540.20	0.025
540.00	0.026
539.80	0.025
539.60	0.025
539.40	0.025
539.20	0.026
539.00	0.025
538.80	0.026
538.60	0.025
538.40	0.025
538.20	0.026
538.00	0.025
537.80	0.025
537.60	0.025
537.40	0.026
537.20	0.025
537.00	0.025
536.80	0.024
536.60	0.025
536.40	0.025
536.20	0.025
536.00	0.026
535.80	0.026
535.60	0.025
535.40	0.024
535.20	0.025
535.00	0.025
534.80	0.025
534.60	0.025
534.40	0.024
534.20	0.025
534.00	0.025
533.80	0.025
533.60	0.024
533.40	0.025
533.20	0.025
533.00	0.025
532.80	0.025
532.60	0.025
532.40	0.026
532.20	0.026
532.00	0.024
531.80	0.025
531.60	0.026
531.40	0.025
531.20	0.025
531.00	0.031
530.80	0.032
530.60	0.032
530.40	0.032
530.20	0.033
530.00	0.033
529.80	0.032
529.60	0.032
529.40	0.032
529.20	0.033
529.00	0.031
528.80	0.032
528.60	0.033
528.40	0.033
528.20	0.033
528.00	0.032
527.80	0.034
527.60	0.034
527.40	0.033
527.20	0.033
527.00	0.034
526.80	0.034
526.60	0.033
526.40	0.032
526.20	0.033
526.00	0.033
525.80	0.034
525.60	0.034
525.40	0.034
525.20	0.033
525.00	0.034
524.80	0.035
524.60	0.034
524.40	0.033
524.20	0.034
524.00	0.034
523.80	0.035
523.60	0.036
523.40	0.036
523.20	0.034
523.00	0.036
522.80	0.035
522.60	0.036
522.40	0.036
522.20	0.036
522.00	0.036
521.80	0.036
521.60	0.036
521.40	0.037
521.20	0.036
521.00	0.038
520.80	0.037
520.60	0.037
520.40	0.039
520.20	0.037
520.00	0.037
519.80	0.038
519.60	0.039
519.40	0.038
519.20	0.038
519.00	0.039
518.80	0.039
518.60	0.038
518.40	0.038
518.20	0.040
518.00	0.039
517.80	0.040
517.60	0.040
517.40	0.041
517.20	0.041
517.00	0.041
516.80	0.041
516.60	0.041
516.40	0.042
516.20	0.041
516.00	0.042
515.80	0.042
515.60	0.043
515.40	0.042
515.20	0.043
515.00	0.042
514.80	0.043
514.60	0.045
514.40	0.044
514.20	0.045
514.00	0.044
513.80	0.045
513.60	0.046
513.40	0.046
513.20	0.046
513.00	0.045
512.80	0.045
512.60	0.046
512.40	0.047
512.20	0.046
512.00	0.048
511.80	0.047
511.60	0.047
511.40	0.047
511.20	0.049
511.00	0.048
510.80	0.048
510.60	0.050
510.40	0.050
510.20	0.049
510.00	0.051
509.80	0.051
509.60	0.052
509.40	0.050
509.20	0.051
509.00	0.051
508.80	0.053
508.60	0.052
508.40	0.054
508.20	0.053
508.00	0.053
507.80	0.054
507.60	0.054
507.40	0.055
507.20	0.055
507.00	0.055
506.80	0.055
506.60	0.056
506.40	0.056
506.20	0.057
506.00	0.058
505.80	0.057
505.60	0.057
505.40	0.058
505.20	0.058
505.00	0.060
504.80	0.059
504.60	0.060
504.40	0.059
504.20	0.060
504.00	0.060
503.80	0.061
503.60	0.061
503.40	0.062
503.20	0.062
503.00	0.062
502.80	0.063
502.60	0.063
502.40	0.064
502.20	0.065
502.00	0.065
501.80	0.064
501.60	0.067
501.40	0.068
501.20	0.067
501.00	0.066
500.80	0.067
500.60	0.068
500.40	0.069
500.20	0.067
500.00	0.071
499.80	0.070
499.60	0.069
499.40	0.070
499.20	0.072
499.00	0.072
498.80	0.073
498.60	0.072
498.40	0.074
498.20	0.074
498.00	0.074
497.80	0.074
497.60	0.074
497.40	0.076
497.20	0.076
497.00	0.076
496.80	0.077
496.60	0.076
496.40	0.079
496.20	0.079
496.00	0.078
495.80	0.079
495.60	0.079
495.40	0.080
495.20	0.081
495.00	0.081
494.80	0.081
494.60	0.082
494.40	0.083
494.20	0.082
494.00	0.084
493.80	0.084
493.60	0.085
493.40	0.086
493.20	0.086
493.00	0.087
492.80	0.087
492.60	0.087
492.40	0.088
492.20	0.090
492.00	0.089
491.80	0.090
491.60	0.091
491.40	0.090
491.20	0.092
491.00	0.093
490.80	0.093
490.60	0.092
490.40	0.093
490.20	0.094
490.00	0.095
489.80	0.096
489.60	0.097
489.40	0.097
489.20	0.098
489.00	0.098
488.80	0.099
488.60	0.099
488.40	0.100
488.20	0.101
488.00	0.102
487.80	0.102
487.60	0.102
487.40	0.102
487.20	0.103
487.00	0.104
486.80	0.104
486.60	0.105
486.40	0.106
486.20	0.106
486.00	0.107
485.80	0.107
485.60	0.108
485.40	0.109
485.20	0.108
485.00	0.110
484.80	0.111
484.60	0.111
484.40	0.112
484.20	0.112
484.00	0.112
483.80	0.113
483.60	0.116
483.40	0.115
483.20	0.114
483.00	0.116
482.80	0.117
482.60	0.117
482.40	0.118
482.20	0.119
482.00	0.118
481.80	0.120
481.60	0.119
481.40	0.120
481.20	0.122
481.00	0.122
480.80	0.122
480.60	0.122
480.40	0.123
480.20	0.125
480.00	0.127
479.80	0.126
479.60	0.126
479.40	0.128
479.20	0.128
479.00	0.127
478.80	0.131
478.60	0.130
478.40	0.129
478.20	0.131
478.00	0.131
477.80	0.133
477.60	0.133
477.40	0.135
477.20	0.134
477.00	0.134
476.80	0.136
476.60	0.137
476.40	0.136
476.20	0.137
476.00	0.139
475.80	0.137
475.60	0.140
475.40	0.139
475.20	0.140
475.00	0.141
474.80	0.141
474.60	0.142
474.40	0.142
474.20	0.143
474.00	0.145
473.80	0.145
473.60	0.145
473.40	0.145
473.20	0.146
473.00	0.148
472.80	0.148
472.60	0.149
472.40	0.150
472.20	0.149
472.00	0.150
471.80	0.153
471.60	0.151
471.40	0.152
471.20	0.152
471.00	0.153
470.80	0.153
470.60	0.154
470.40	0.155
470.20	0.155
470.00	0.157
469.80	0.159
469.60	0.158
469.40	0.159
469.20	0.160
469.00	0.160
468.80	0.160
468.60	0.160
468.40	0.160
468.20	0.162
468.00	0.163
467.80	0.164
467.60	0.164
467.40	0.163
467.20	0.163
467.00	0.165
466.80	0.167
466.60	0.165
466.40	0.167
466.20	0.167
466.00	0.168
465.80	0.168
465.60	0.168
465.40	0.169
465.20	0.170
465.00	0.171
464.80	0.170
464.60	0.172
464.40	0.171
464.20	0.174
464.00	0.174
463.80	0.174
463.60	0.174
463.40	0.174
463.20	0.178
463.00	0.175
462.80	0.177
462.60	0.177
462.40	0.178
462.20	0.178
462.00	0.179
461.80	0.179
461.60	0.180
461.40	0.178
461.20	0.180
461.00	0.181
460.80	0.182
460.60	0.182
460.40	0.183
460.20	0.181
460.00	0.184
459.80	0.187
459.60	0.185
459.40	0.185
459.20	0.186
459.00	0.186
458.80	0.188
458.60	0.187
458.40	0.188
458.20	0.190
458.00	0.189
457.80	0.190
457.60	0.189
457.40	0.191
457.20	0.192
457.00	0.190
456.80	0.191
456.60	0.192
456.40	0.191
456.20	0.193
456.00	0.193
455.80	0.193
455.60	0.193
455.40	0.195
455.20	0.193
455.00	0.197
454.80	0.196
454.60	0.195
454.40	0.195
454.20	0.196
454.00	0.198
453.80	0.196
453.60	0.197
453.40	0.200
453.20	0.199
453.00	0.197
452.80	0.199
452.60	0.200
452.40	0.199
452.20	0.201
452.00	0.201
451.80	0.201
451.60	0.201
451.40	0.202
451.20	0.202
451.00	0.203
450.80	0.200
450.60	0.203
450.40	0.202
450.20	0.204
450.00	0.204
449.80	0.203
449.60	0.203
449.40	0.205
449.20	0.205
449.00	0.205
448.80	0.206
448.60	0.205
448.40	0.205
448.20	0.206
448.00	0.206
447.80	0.206
447.60	0.204
447.40	0.206
447.20	0.208
447.00	0.207
446.80	0.206
446.60	0.206
446.40	0.207
446.20	0.208
446.00	0.208
445.80	0.207
445.60	0.209
445.40	0.209
445.20	0.210
445.00	0.210
444.80	0.210
444.60	0.208
444.40	0.210
444.20	0.210
444.00	0.210
443.80	0.210
443.60	0.211
443.40	0.212
443.20	0.210
443.00	0.211
442.80	0.211
442.60	0.208
442.40	0.210
442.20	0.210
442.00	0.212
441.80	0.211
441.60	0.211
441.40	0.211
441.20	0.210
441.00	0.210
440.80	0.212
440.60	0.212
440.40	0.210
440.20	0.210
440.00	0.212
439.80	0.211
439.60	0.211
439.40	0.212
439.20	0.212
439.00	0.211
438.80	0.214
438.60	0.211
438.40	0.209
438.20	0.210
438.00	0.212
437.80	0.212
437.60	0.212
437.40	0.212
437.20	0.212
437.00	0.212
436.80	0.211
436.60	0.211
436.40	0.211
436.20	0.211
436.00	0.211
435.80	0.212
435.60	0.211
435.40	0.212
435.20	0.211
435.00	0.211
434.80	0.210
434.60	0.212
434.40	0.210
434.20	0.209
434.00	0.210
433.80	0.212
433.60	0.212
433.40	0.210
433.20	0.208
433.00	0.210
432.80	0.209
432.60	0.209
432.40	0.208
432.20	0.209
432.00	0.209
431.80	0.209
431.60	0.208
431.40	0.207
431.20	0.211
431.00	0.208
430.80	0.208
430.60	0.208
430.40	0.208
430.20	0.206
430.00	0.208
429.80	0.206
429.60	0.206
429.40	0.206
429.20	0.205
429.00	0.206
428.80	0.207
428.60	0.206
428.40	0.205
428.20	0.205
428.00	0.204
427.80	0.203
427.60	0.202
427.40	0.202
427.20	0.201
427.00	0.203
426.80	0.202
426.60	0.202
426.40	0.202
426.20	0.202
426.00	0.202
425.80	0.201
425.60	0.201
425.40	0.200
425.20	0.199
425.00	0.198
424.80	0.200
424.60	0.199
424.40	0.200
424.20	0.198
424.00	0.199
423.80	0.198
423.60	0.197
423.40	0.198
423.20	0.198
423.00	0.196
422.80	0.196
422.60	0.197
422.40	0.195
422.20	0.194
422.00	0.187
421.80	0.186
421.60	0.187
421.40	0.185
421.20	0.185
421.00	0.185
420.80	0.185
420.60	0.183
420.40	0.184
420.20	0.184
420.00	0.183
419.80	0.181
419.60	0.181
419.40	0.180
419.20	0.180
419.00	0.179
418.80	0.181
418.60	0.181
418.40	0.177
418.20	0.178
418.00	0.178
417.80	0.179
417.60	0.178
417.40	0.177
417.20	0.177
417.00	0.177
416.80	0.176
416.60	0.176
416.40	0.173
416.20	0.173
416.00	0.173
415.80	0.171
415.60	0.173
415.40	0.172
415.20	0.174
415.00	0.171
414.80	0.169
414.60	0.171
414.40	0.169
414.20	0.169
414.00	0.170
413.80	0.167
413.60	0.167
413.40	0.166
413.20	0.166
413.00	0.166
412.80	0.166
412.60	0.164
412.40	0.166
412.20	0.164
412.00	0.165
411.80	0.164
411.60	0.163
411.40	0.162
411.20	0.163
411.00	0.161
410.80	0.160
410.60	0.160
410.40	0.160
410.20	0.160
410.00	0.158
409.80	0.158
409.60	0.157
409.40	0.158
409.20	0.154
409.00	0.157
408.80	0.155
408.60	0.155
408.40	0.153
408.20	0.154
408.00	0.153
407.80	0.153
407.60	0.150
407.40	0.153
407.20	0.150
407.00	0.148
406.80	0.151
406.60	0.150
406.40	0.147
406.20	0.147
406.00	0.147
405.80	0.147
405.60	0.146
405.40	0.147
405.20	0.145
405.00	0.144
404.80	0.145
404.60	0.145
404.40	0.144
404.20	0.142
404.00	0.141
403.80	0.142
403.60	0.143
403.40	0.139
403.20	0.140
403.00	0.139
402.80	0.140
402.60	0.139
402.40	0.138
402.20	0.135
402.00	0.138
401.80	0.135
401.60	0.136
401.40	0.135
401.20	0.136
401.00	0.134
400.80	0.131
400.60	0.134
400.40	0.132
400.20	0.134
400.00	0.131
