162, 	0.544995
192, 	0.507059
222, 	0.475489
252, 	0.437803
282, 	0.396626
312, 	0.353259
342, 	0.307191
372, 	0.258588
402, 	0.208882
432, 	0.158882
462, 	0.108944
492, 	0.0585519
522, 	0.00876151
552, 	-0.0407178
582, 	-0.0897059
612, 	-0.138343
642, 	-0.186812
672, 	-0.23471
702, 	-0.284089
732, 	-0.328782
762, 	-0.377899
792, 	-0.423731
822, 	-0.473048
852, 	-0.522055
882, 	-0.568102
912, 	-0.617112
942, 	-0.663006
972, 	-0.710293
1002, 	-0.758006
1032, 	-0.80542
1062, 	-0.852847
1092, 	-0.900417
1122, 	-0.947781
1152, 	-0.995605
1182, 	-1.04299
1212, 	-1.09064
1242, 	-1.13881
1272, 	-1.18646
1302, 	-1.23374
1332, 	-1.28157
1362, 	-1.32878
1392, 	-1.37714
1422, 	-1.4242
1452, 	-1.47229
1482, 	-1.52005
1512, 	-1.56782
1542, 	-1.61546
1572, 	-1.66337
1602, 	-1.71313
1632, 	-1.76026
1662, 	-1.8085
1692, 	-1.85662
1722, 	-1.90582
1752, 	-1.94982
1782, 	-2.00174
1812, 	-2.04949
1842, 	-2.09883
1872, 	-2.14558
1902, 	-2.19373
1932, 	-2.23961
1962, 	-2.29066
1992, 	-2.33925
2022, 	-2.38814
2052, 	-2.43726
2082, 	-2.48651
2112, 	-2.53452
2142, 	-2.58098
2172, 	-2.63248
2202, 	-2.68092
2232, 	-2.72876
2262, 	-2.77901
2292, 	-2.83191
2322, 	-2.88062
2352, 	-2.92807
2382, 	-2.98183
2412, 	-3.02826
2442, 	-3.07911
2472, 	-3.12812
2502, 	-3.18206
